queue_length,processing_rate,active_counters,capacity,current_arrivals,hour,day_of_week,number_of_tokens,completed_tokens,waiting_time_minutes
3,3.2,4,34,3,8,5,22,19,12.32
21,8.53,2,81,10,17,2,34,13,73.79
1,3.66,1,74,3,10,0,16,15,16.94
9,8.26,2,49,2,15,0,17,8,34.22
4,7.88,1,90,9,13,0,18,14,32.9
9,4.4,2,67,7,14,2,13,4,71.18
32,4.61,1,49,6,9,3,49,17,416.49
37,8.34,1,54,8,13,4,56,19,306.75
12,5.69,2,31,0,15,6,19,7,61.87
30,7.85,2,61,6,15,1,44,14,113.68
46,3.18,1,55,9,11,3,54,8,997.19
35,8.82,5,99,3,13,2,53,18,55.37
44,7.69,2,70,6,12,5,49,5,197.46
23,9.26,3,96,12,16,2,26,3,54.82
14,3.06,4,30,11,15,6,24,10,65.68
28,6.74,1,80,0,9,0,37,9,248.91
7,6.79,1,34,4,14,3,9,2,66.38
4,4.83,4,42,2,14,6,4,0,15.41
28,5.67,5,48,4,8,0,39,11,55.94
46,2.3,4,41,3,8,1,60,14,298.66
3,7.97,2,77,1,11,5,17,14,11.88
11,6.39,4,54,10,12,0,24,13,30.52
44,2.46,1,86,3,11,1,50,6,1231.52
1,7.45,4,64,2,14,2,17,16,0.53
26,5.73,3,34,12,10,0,44,18,108.59
30,2.28,2,51,0,14,0,36,6,455.66
35,9.76,4,86,11,15,4,37,2,52.13
35,9.59,1,76,9,13,5,37,2,251.0
25,6.1,2,83,7,13,5,42,17,146.25
42,2.75,1,32,14,15,6,61,19,915.86
26,8.04,5,82,4,15,2,39,13,36.75
4,5.94,3,60,3,14,4,6,2,13.45
19,4.42,5,98,9,13,6,25,6,57.68
10,5.93,3,62,11,13,1,16,6,36.99
9,6.18,4,79,4,17,6,13,4,18.01
39,6.5,2,45,3,13,1,41,2,203.57
37,5.53,4,68,2,15,2,54,17,97.88
5,6.85,3,75,4,8,5,19,14,16.38
7,9.35,3,76,3,12,1,26,19,16.08
22,4.9,3,73,14,10,2,35,13,102.68
46,7.81,1,38,0,15,6,49,3,357.4
25,9.16,2,79,11,13,1,32,7,98.09
45,5.65,4,89,2,9,3,57,12,118.67
42,5.55,4,44,9,14,0,49,7,128.7
11,6.82,5,65,14,14,6,25,14,19.67
25,6.73,3,92,9,12,5,41,16,87.5
12,8.45,3,98,7,15,6,16,4,27.78
39,5.81,3,70,6,12,3,58,19,153.18
17,9.97,4,53,1,8,2,20,3,23.14
24,2.48,5,78,0,16,2,34,10,114.02
32,2.03,1,47,2,11,6,49,17,1091.15
46,7.12,2,36,4,9,3,55,9,189.83
39,4.39,1,33,9,11,6,55,16,616.32
42,3.92,4,98,14,16,0,56,14,158.99
11,4.5,3,89,10,9,0,16,5,48.49
43,4.05,2,84,11,11,4,58,15,362.43
35,2.25,4,45,0,9,1,49,14,233.68
47,9.77,4,58,2,12,4,54,7,81.98
3,3.77,4,52,2,10,0,11,8,13.59
4,7.87,2,43,4,17,3,14,10,19.66
36,8.1,2,78,2,9,1,37,1,133.85
7,9.43,5,62,12,16,3,19,12,6.52
41,2.24,5,54,8,12,4,44,3,249.96
48,8.98,1,50,0,17,2,56,8,322.63
27,6.22,2,46,3,12,3,31,4,153.71
30,7.06,2,52,12,8,4,48,18,128.32
8,7.16,2,86,12,13,4,10,2,40.64
28,8.56,5,87,9,14,4,30,2,46.98
13,4.67,4,43,9,8,2,18,5,46.04
39,7.86,3,49,3,16,2,48,9,93.33
40,6.23,5,59,0,15,6,44,4,79.07
21,8.35,2,48,13,15,2,23,2,78.43
10,9.92,5,82,1,14,1,16,6,9.89
22,3.61,1,85,10,12,2,39,17,418.4
0,9.96,2,52,0,10,2,7,7,0.0
45,2.72,1,91,5,16,2,45,0,991.01
36,2.02,2,62,2,14,3,39,3,613.85
20,2.35,5,47,6,17,2,26,6,102.71
25,4.73,4,62,4,17,1,38,13,81.81
45,7.06,3,61,8,15,4,57,12,130.66
35,2.55,1,90,6,13,3,44,9,943.72
22,2.05,5,83,3,12,0,39,17,145.9
0,9.5,4,46,4,15,2,0,0,3.95
39,8.58,5,48,4,10,6,42,3,64.7
14,8.47,1,99,10,14,6,29,15,114.25
20,9.08,3,63,14,9,4,35,15,45.5
46,7.6,5,54,4,10,4,63,17,83.43
8,2.84,2,97,9,9,3,15,7,86.22
8,5.19,4,40,8,12,6,17,9,25.57
9,7.79,5,45,9,14,0,24,15,16.76
25,4.24,4,90,2,17,5,35,10,83.86
40,7.5,2,36,5,17,6,45,5,157.95
34,2.2,3,45,7,8,6,34,0,307.62
24,4.45,3,45,10,17,1,35,11,106.76
25,6.39,2,69,8,16,5,30,5,114.54
10,7.06,4,41,12,8,4,22,12,19.66
37,6.62,5,64,14,8,5,53,16,62.56
1,7.58,2,50,6,17,6,1,0,5.6
6,2.05,1,79,11,15,4,13,7,175.47
17,2.81,4,72,2,13,5,24,7,99.34
26,8.95,3,46,0,13,4,36,10,64.3
33,7.45,2,61,3,16,4,46,13,133.82
26,2.9,3,70,12,11,3,35,9,204.33
16,8.74,4,35,5,15,0,30,14,25.38
42,3.94,3,56,2,11,4,48,6,245.09
43,5.83,2,49,13,9,1,49,6,222.45
23,3.16,4,54,0,15,6,32,9,104.81
24,7.68,1,95,5,14,6,27,3,217.25
6,7.33,2,38,13,11,1,23,17,25.82
5,3.69,5,82,0,16,2,14,9,16.21
23,8.91,2,90,8,16,4,41,18,77.36
32,5.21,4,67,10,15,4,45,13,90.54
48,4.34,2,32,13,8,4,60,12,328.72
28,3.22,1,99,11,14,5,42,14,599.4
42,4.13,1,84,0,12,4,57,15,706.68
21,2.18,5,30,12,14,4,22,1,129.08
25,6.67,3,99,5,16,1,28,3,80.08
27,8.74,4,74,0,9,0,44,17,45.57
49,6.39,4,76,11,11,0,65,16,132.34
20,3.75,3,55,6,11,2,29,9,119.27
48,2.27,1,43,2,9,1,56,8,1266.77
6,3.72,1,83,5,10,4,20,14,109.87
16,5.33,2,75,6,15,0,27,11,86.94
19,8.08,5,60,0,16,3,27,8,27.6
40,3.5,5,88,0,13,3,53,13,156.37
48,7.76,5,58,12,17,3,60,12,79.8
19,8.94,2,46,4,9,4,24,5,60.29
21,5.63,5,43,5,9,4,39,18,45.06
27,8.57,3,65,14,14,2,30,3,73.19
39,6.44,2,87,14,15,6,58,19,178.54
48,7.1,3,53,8,15,2,64,16,137.33
6,6.21,2,92,13,13,2,24,18,32.14
0,5.71,5,54,0,17,5,2,2,0.0
31,3.88,3,88,12,15,3,44,13,161.89
12,4.43,3,61,3,8,4,28,16,50.88
29,4.32,3,47,9,16,3,41,12,131.12
22,6.51,2,66,7,8,2,30,8,103.5
18,2.96,4,55,9,10,4,18,0,103.87
31,9.33,5,38,8,16,1,47,16,42.61
29,7.77,3,93,14,12,0,44,15,89.53
28,5.21,4,49,12,16,0,45,17,78.66
48,3.27,5,83,2,16,2,49,1,178.58
44,9.06,5,59,10,13,6,57,13,64.78
28,8.59,3,82,1,8,3,44,16,71.89
29,7.77,3,92,3,17,1,31,2,72.53
15,4.17,2,40,1,14,4,16,1,127.11
39,5.22,4,60,0,13,6,46,7,131.42
18,2.82,4,78,11,16,3,19,1,96.63
17,3.51,3,48,2,14,2,18,1,109.31
0,8.26,5,41,6,11,3,8,8,0.0
13,7.72,3,44,12,14,2,32,19,32.27
46,6.75,5,60,12,9,5,51,5,82.48
49,9.17,5,72,0,13,0,60,11,74.82
1,6.67,3,66,1,13,6,9,8,3.85
27,5.74,1,58,0,9,0,33,6,273.52
48,4.72,4,55,7,11,3,59,11,171.52
49,9.52,5,31,4,15,1,53,4,59.5
29,2.66,5,44,7,15,4,44,15,131.62
37,9.45,1,33,2,15,2,41,4,235.86
3,8.61,2,79,12,15,4,14,11,9.94
0,3.04,1,67,11,8,0,19,19,1.91
7,6.52,1,52,6,9,1,15,8,61.34
28,8.93,5,88,7,11,1,34,6,45.09
38,6.57,4,57,14,16,4,56,18,88.12
2,9.26,1,95,5,10,0,21,19,16.04
31,9.54,2,37,12,13,4,41,10,111.52
9,5.38,3,58,12,14,3,20,11,43.97
9,5.02,1,40,6,15,1,11,2,109.08
18,9.49,1,47,13,14,1,34,16,127.96
45,7.4,2,84,11,10,3,51,6,210.51
33,2.93,4,79,1,13,0,42,9,196.66
32,2.34,1,43,7,12,1,46,14,942.5
22,6.52,1,38,4,17,6,23,1,205.81
27,9.44,4,40,6,11,5,39,12,50.48
31,8.75,2,92,0,8,5,34,3,99.21
49,7.41,1,96,4,14,5,66,17,457.37
6,3.11,4,82,0,15,2,6,0,27.69
28,4.03,1,68,11,9,6,29,1,418.09
7,9.0,3,85,12,14,2,8,1,20.71
0,3.46,5,57,7,13,0,3,3,0.59
2,4.23,3,68,14,12,3,4,2,15.88
23,3.04,1,54,3,11,4,39,16,522.05
22,7.41,2,50,3,9,6,35,13,90.96
7,9.55,5,39,1,17,0,8,1,11.21
46,4.15,3,72,4,13,4,61,15,254.54
36,5.8,4,44,0,12,0,46,10,109.35
2,7.07,2,77,8,9,2,14,12,6.7
32,10.0,3,50,4,17,5,32,0,62.76
27,2.84,4,89,5,14,3,28,1,160.15
46,5.99,1,79,1,13,2,47,1,530.73
7,5.08,4,52,9,16,3,11,4,21.64
33,8.93,3,42,9,17,6,36,3,77.47
34,5.81,3,98,0,12,4,45,11,137.02
31,2.89,1,33,3,16,0,33,2,643.23
23,7.08,4,38,6,16,1,42,19,45.23
13,8.17,4,64,5,8,1,22,9,25.18
31,2.02,1,50,9,12,3,50,19,1060.65
45,8.87,4,87,0,16,5,62,17,78.35
42,3.49,1,47,0,14,5,51,9,834.06
15,6.42,2,72,7,13,3,15,0,80.02
3,5.33,3,35,3,13,2,8,5,11.55
36,7.76,2,96,4,14,1,46,10,157.9
20,4.97,5,41,12,8,2,21,1,48.13
13,8.96,5,41,6,11,4,19,6,19.79
30,7.84,5,95,7,8,1,49,19,46.52
47,7.18,1,31,14,13,4,64,17,451.18
17,8.37,4,44,9,11,0,35,18,34.64
6,8.03,2,52,6,8,2,9,3,20.08
9,2.29,2,58,1,16,3,21,12,120.86
6,5.16,2,36,13,11,1,23,17,40.36
32,9.45,2,57,14,13,2,51,19,116.35
22,3.01,5,43,3,14,3,34,12,98.76
20,7.9,2,73,9,15,0,38,18,71.98
18,9.8,4,59,11,16,1,34,16,31.48
47,2.42,5,61,0,16,4,47,0,234.95
18,7.46,2,99,9,15,0,23,5,67.54
35,5.75,1,35,8,17,5,53,18,367.81
28,6.63,3,56,2,10,3,47,19,99.85
17,2.68,3,53,11,9,1,17,0,127.11
1,2.34,3,63,2,12,1,8,7,14.61
0,7.33,5,69,9,8,6,16,16,0.65
46,8.59,2,76,8,10,6,60,14,180.58
4,8.26,5,53,9,8,0,21,17,6.91
19,6.35,4,94,2,10,1,25,6,52.35
10,2.8,1,47,7,11,3,25,15,244.71
41,7.5,1,73,1,14,0,47,6,378.7
1,3.94,3,86,13,12,4,17,16,0.84
2,9.29,3,57,12,12,0,5,3,7.92
22,8.71,3,52,2,8,0,33,11,47.9
11,7.68,2,63,1,15,4,23,12,40.04
19,9.59,4,40,0,11,5,22,3,33.83
4,2.25,4,64,1,17,6,4,0,27.95
36,7.89,4,71,7,12,3,36,0,79.2
37,4.64,4,57,8,9,5,43,6,117.33
29,9.25,3,53,12,8,5,37,8,61.19
8,4.13,1,37,1,16,5,8,0,112.73
33,7.8,3,82,6,9,6,48,15,83.95
43,9.02,4,33,14,13,2,60,17,85.45
34,2.33,3,34,4,8,6,48,14,291.43
21,5.18,4,78,2,8,5,26,5,63.38
43,8.1,5,59,8,16,2,44,1,68.08
23,5.64,1,92,14,11,4,31,8,279.65
16,4.14,5,76,5,16,6,19,3,45.84
9,3.76,2,55,10,12,3,21,12,89.13
29,3.05,3,86,0,14,5,39,10,222.87
45,8.86,2,66,4,8,1,57,12,147.4
22,6.6,3,36,6,13,4,32,10,77.8
31,2.61,5,69,3,15,2,49,18,142.47
16,5.06,4,68,7,8,6,23,7,49.9
49,4.94,4,91,9,16,3,55,6,146.49
16,3.45,3,82,4,10,0,31,15,104.03
13,5.48,4,33,8,8,3,15,2,33.53
8,4.66,5,54,8,8,3,24,16,18.9
39,4.73,4,36,8,13,5,56,17,144.54
1,7.91,5,57,0,13,5,15,14,0.0
44,3.79,2,98,1,8,6,60,16,346.78
24,7.13,5,96,2,10,6,34,10,41.05
38,6.57,1,49,13,14,2,42,4,402.4
8,6.54,1,40,3,17,6,23,15,77.15
21,7.3,1,96,9,10,2,35,14,197.4
42,6.39,3,36,8,10,5,51,9,150.35
45,9.03,3,52,9,10,5,58,13,115.93
3,7.4,3,90,12,14,1,4,1,13.74
25,6.38,5,63,5,11,1,40,15,55.34
28,8.64,3,48,0,11,4,46,18,72.46
44,6.85,2,87,11,10,5,51,7,216.78
33,4.33,1,38,8,17,0,47,14,454.02
22,3.66,5,77,5,16,1,31,9,72.41
36,3.22,1,70,3,9,2,40,4,669.13
10,9.2,3,77,13,11,3,29,19,25.6
5,7.68,5,74,3,15,6,20,15,6.15
17,9.5,4,54,2,13,6,28,11,27.7
20,6.83,2,54,6,14,4,32,12,97.55
41,5.79,3,48,2,14,1,49,8,167.63
35,2.48,3,68,1,9,3,51,16,285.18
40,7.37,2,56,9,11,3,59,19,192.36
37,6.66,2,92,7,17,1,48,11,168.34
33,9.92,4,97,3,17,0,37,4,48.6
16,3.91,3,48,7,13,0,27,11,98.01
36,6.25,3,57,0,10,4,36,0,132.47
24,7.21,1,62,14,16,0,43,19,200.45
37,7.16,5,39,4,11,4,52,15,71.22
11,6.49,5,59,12,17,2,22,11,11.5
22,8.22,1,51,8,9,1,30,8,165.49
41,3.64,5,32,0,13,3,53,12,156.92
21,7.81,2,77,10,8,4,37,16,81.71
20,6.96,5,31,12,13,6,36,16,39.48
26,9.17,5,83,3,17,0,29,3,34.52
30,8.78,1,35,5,8,6,43,13,203.28
5,4.52,4,69,9,15,4,23,18,18.44
26,4.21,5,31,7,12,5,32,6,81.31
39,9.85,5,31,13,13,4,41,2,55.18
33,6.22,4,84,2,9,0,33,0,81.29
11,9.25,1,89,4,9,5,22,11,70.74
44,3.31,4,35,6,16,5,58,14,200.45
6,7.14,1,48,0,10,0,16,10,54.99
9,8.48,2,56,14,13,5,18,9,33.72
44,9.58,1,30,6,17,1,45,1,276.31
16,4.7,2,62,12,12,3,19,3,119.51
25,7.8,2,69,11,11,6,41,16,104.95
20,6.31,1,61,10,17,1,36,16,191.73
27,2.49,3,98,7,9,1,34,7,215.67
45,7.52,1,46,7,15,0,58,13,358.46
1,7.52,5,37,8,17,0,4,3,0.0
42,9.44,5,86,5,14,6,47,5,58.81
0,5.98,3,71,11,9,3,18,18,2.9
35,3.84,2,38,5,13,4,38,3,314.39
25,2.36,3,64,1,15,1,27,2,211.03
28,5.33,5,82,2,14,5,47,19,72.21
20,4.42,3,83,3,8,3,25,5,92.06
10,8.09,1,54,3,12,1,16,6,86.63
39,4.83,3,96,7,9,4,52,13,161.13
10,9.59,2,91,13,13,5,21,11,39.24
35,9.7,1,84,0,14,1,50,15,251.92
48,6.97,4,75,9,14,2,67,19,120.08
38,9.43,5,53,13,10,6,45,7,55.78
39,8.09,5,75,3,14,3,40,1,68.52
34,6.37,3,51,10,12,6,46,12,123.61
33,3.44,1,40,11,15,0,40,7,578.35
46,5.67,4,77,12,15,1,65,19,124.42
23,6.49,1,37,10,14,5,38,15,241.59
21,8.91,5,68,10,13,5,24,3,29.26
4,5.85,1,64,3,9,3,19,15,38.92
32,9.18,4,78,0,13,3,51,19,63.05
35,7.39,3,75,2,16,6,40,5,89.93
46,3.1,2,67,4,9,5,49,3,446.92
19,9.96,1,37,5,8,5,34,15,115.55
18,6.22,2,83,8,12,5,30,12,103.36
34,5.13,5,66,8,13,1,38,4,91.92
42,7.27,3,69,8,10,5,56,14,128.79
16,2.87,3,63,10,15,0,23,7,108.58
44,7.09,1,46,0,14,5,50,6,424.52
42,5.99,3,62,11,9,0,55,13,138.72
33,5.25,1,76,8,14,1,39,6,432.89
8,9.62,1,81,12,8,3,14,6,46.38
25,6.18,2,38,7,16,0,42,17,125.76
1,3.75,3,62,1,14,1,10,9,2.15
8,5.67,1,89,12,13,5,25,17,101.36
8,9.36,2,50,10,9,1,21,13,29.21
39,3.41,4,87,0,10,5,48,9,200.05
16,3.71,2,98,0,8,6,22,6,127.24
0,2.1,2,39,11,17,1,6,6,1.03
24,2.11,1,35,5,12,3,30,6,779.69
42,8.64,5,42,8,16,0,46,4,61.1
39,7.86,5,94,6,13,6,39,0,68.28
41,4.84,5,49,4,12,3,54,13,115.66
24,7.59,2,86,10,10,2,41,17,105.47
38,5.16,1,75,1,12,5,50,12,500.54
34,9.62,3,37,0,15,0,41,7,67.55
2,9.74,2,39,1,9,3,9,7,9.5
49,5.14,2,96,0,12,0,58,9,327.53
36,8.83,1,40,2,13,2,52,16,280.69
43,8.18,4,41,5,17,4,48,5,80.77
43,4.48,2,39,12,15,5,57,14,293.36
29,3.86,4,54,7,15,5,43,14,116.78
37,5.67,4,78,2,12,1,52,15,109.73
33,8.25,5,78,9,16,5,40,7,42.17
11,9.68,1,40,8,11,5,29,18,85.48
18,8.11,4,91,9,16,3,37,19,40.1
36,8.84,1,65,4,14,6,50,14,281.51
43,6.82,5,68,6,13,5,45,2,83.14
48,8.68,1,82,7,11,5,53,5,384.31
16,8.28,2,85,2,9,2,23,7,57.68
9,5.02,4,30,1,15,6,24,15,26.58
48,6.42,1,85,1,13,2,62,14,518.9
46,8.44,3,33,4,10,0,58,12,126.39
11,2.37,1,59,14,14,0,30,19,316.9
15,8.46,4,41,0,17,5,29,14,25.61
23,3.42,5,64,14,14,5,40,17,94.71
18,6.12,5,81,1,13,1,30,12,42.14
7,8.47,4,60,12,9,0,14,7,13.19
30,4.03,2,97,8,15,3,43,13,226.09
20,3.97,2,81,6,8,5,30,10,150.18
16,5.22,5,36,14,8,3,21,5,37.3
22,9.16,5,51,14,13,5,22,0,23.03
36,2.0,4,85,5,12,3,37,1,308.6
15,9.21,2,87,8,16,4,27,12,51.15
5,3.23,5,93,6,14,3,5,0,20.19
7,9.92,2,41,13,9,6,10,3,19.77
24,9.64,5,36,10,14,0,25,1,31.24
17,5.96,1,84,4,10,5,36,19,199.91
24,6.1,3,91,14,8,0,39,15,80.31
11,5.85,1,84,8,15,6,13,2,115.25
14,7.08,5,65,5,10,6,30,16,22.1
25,2.73,3,53,5,15,3,29,4,182.95
40,2.26,3,73,10,14,2,47,7,406.07
44,2.46,5,46,3,9,2,55,11,213.65
25,5.55,5,31,12,8,6,36,11,52.16
46,4.2,2,42,11,14,2,46,0,376.42
31,6.98,5,60,0,8,5,31,0,55.87
9,9.94,4,57,4,13,1,23,14,9.88
15,5.09,5,89,10,17,4,31,16,40.69
6,6.59,4,56,8,17,3,7,1,15.11
16,5.32,5,44,12,15,1,32,16,35.93
22,8.78,2,62,7,14,2,41,19,89.18
25,9.22,4,49,7,11,3,33,8,42.43
20,9.02,1,71,4,8,1,31,11,131.06
21,9.79,4,41,11,8,0,24,3,31.8
6,2.22,2,52,8,11,2,18,12,97.33
13,8.72,4,43,2,12,1,16,3,25.58
14,8.01,5,54,2,14,5,20,6,25.46
6,3.83,5,60,0,11,0,19,13,19.85
8,9.65,2,83,8,17,2,16,8,26.33
47,3.19,3,34,5,8,4,47,0,300.13
7,7.44,5,42,1,17,6,7,0,14.28
49,3.8,1,57,7,14,2,68,19,889.7
22,5.45,2,72,11,9,5,25,3,123.1
28,7.75,4,76,8,9,4,28,0,55.9
17,6.51,4,67,8,15,4,26,9,40.71
30,5.42,1,96,1,17,4,31,1,335.44
29,4.61,5,91,1,17,3,43,14,78.79
38,8.72,2,68,12,17,3,40,2,130.39
34,3.15,1,66,6,12,6,42,8,746.57
17,5.44,5,37,10,17,4,33,16,36.35
41,9.23,2,81,3,9,6,53,12,130.49
38,8.77,4,62,12,12,0,40,2,73.96
16,5.21,2,71,0,15,4,19,3,91.95
13,8.1,3,56,7,13,1,16,3,31.91
30,8.59,2,37,1,10,4,40,10,123.14
23,9.11,3,52,13,15,3,29,6,42.19
34,6.36,2,93,2,16,3,44,10,168.62
43,3.64,3,49,4,12,1,53,10,276.53
44,4.04,4,45,13,9,1,53,9,162.48
33,4.37,5,46,2,9,2,37,4,90.74
2,6.75,3,48,6,14,0,14,12,7.72
36,2.26,3,37,6,8,0,47,11,316.47
42,7.09,4,67,13,17,0,51,9,89.46
39,4.91,3,67,1,9,5,45,6,158.27
25,4.36,1,82,12,17,3,43,18,343.6
22,9.04,4,60,12,11,0,40,18,42.54
43,5.68,1,73,6,8,2,61,18,450.28
38,2.76,4,89,10,11,2,49,11,237.58
14,8.61,3,46,5,17,0,33,19,33.0
48,2.38,1,68,9,12,1,62,14,1391.32
3,7.81,3,71,8,16,2,7,4,7.03
28,8.19,4,77,12,8,6,41,13,54.69
21,4.82,3,41,8,12,1,32,11,99.13
24,8.6,1,47,1,9,6,34,10,168.16
12,6.13,1,35,6,16,3,16,4,121.44
17,5.71,3,72,4,13,5,32,15,68.28
32,2.36,2,64,12,9,2,49,17,406.87
15,4.32,4,83,5,10,1,26,11,59.6
44,9.45,4,91,0,15,6,48,4,73.57
41,5.13,3,98,6,8,0,56,15,158.93
43,6.37,2,45,5,10,6,54,11,236.61
1,6.26,1,37,3,17,6,2,1,9.28
34,6.72,5,60,0,8,3,39,5,58.1
41,2.49,5,39,8,15,4,44,3,199.58
33,4.9,3,85,3,8,4,45,12,133.85
29,7.79,2,99,1,12,0,38,9,130.38
12,3.6,2,49,7,11,3,28,16,106.67
12,3.63,4,34,1,14,3,25,13,57.06
17,2.08,1,52,4,12,3,31,14,562.37
31,5.5,2,38,10,15,3,38,7,165.91
31,9.06,5,87,5,8,4,48,17,39.39
34,2.42,1,88,10,12,1,36,2,969.62
38,3.53,1,83,12,11,3,54,16,742.85
45,4.48,3,75,7,10,1,51,6,226.89
28,7.85,2,51,10,12,6,40,12,123.95
48,7.13,3,93,0,17,6,63,15,138.83
28,5.33,2,37,0,10,3,32,4,182.16
43,8.07,4,49,11,15,2,46,3,82.33
15,6.88,3,80,3,10,5,24,9,53.45
43,9.17,3,68,4,8,2,55,12,97.51
46,8.54,5,66,12,16,6,55,9,70.22
9,4.02,3,79,14,16,5,22,13,43.25
29,4.17,2,63,12,13,2,40,11,237.69
24,3.0,5,62,8,17,3,24,0,98.26
38,4.7,3,60,10,8,1,57,19,163.97
19,10.0,3,83,13,15,5,38,19,40.34
4,5.25,4,73,6,9,4,10,6,17.11
0,3.76,3,63,6,16,0,8,8,0.03
29,8.1,1,91,7,15,5,36,7,216.1
48,6.34,5,52,14,10,5,60,12,101.54
2,3.2,1,75,4,12,4,15,13,49.57
44,5.05,5,85,4,16,3,55,11,103.64
13,5.32,4,36,0,8,2,20,7,35.76
29,8.03,3,90,13,16,2,46,17,71.18
49,2.17,3,32,8,11,6,64,15,518.53
3,4.15,3,67,5,11,1,13,10,14.43
17,6.14,5,63,8,11,3,32,15,36.63
36,4.15,3,73,2,17,4,49,13,169.36
24,7.03,1,59,4,16,3,26,2,202.55
47,5.85,3,46,1,13,3,48,1,190.48
0,4.89,4,88,9,15,2,2,2,2.21
45,9.59,1,39,4,11,4,48,3,326.43
14,7.06,3,47,14,10,0,18,4,49.16
8,3.04,3,74,12,8,5,17,9,58.14
14,6.48,2,88,12,17,2,33,19,59.49
48,8.25,5,91,12,14,4,49,1,76.64
23,7.67,1,88,14,11,1,34,11,204.56
3,3.38,2,78,13,15,5,7,4,25.24
11,9.78,4,92,7,10,5,15,4,18.5
36,5.59,5,61,10,8,2,36,0,75.93
36,3.27,1,39,1,12,6,39,3,759.78
42,3.44,3,40,7,9,1,53,11,244.18
5,2.79,1,99,3,10,2,16,11,121.67
38,8.43,3,91,9,13,3,53,15,97.17
45,2.98,5,76,9,10,6,61,16,205.67
23,3.0,3,63,14,10,4,32,9,174.63
10,8.8,4,46,0,13,1,26,16,18.85
12,4.76,3,83,12,12,5,28,16,54.63
33,2.25,4,69,4,17,2,50,17,218.83
24,2.42,5,48,12,16,5,25,1,115.85
6,3.14,5,96,0,8,1,9,3,22.57
3,3.71,1,82,6,10,5,21,18,52.62
7,7.32,4,93,7,10,2,17,10,13.95
19,3.26,4,76,2,13,6,35,16,96.65
28,2.95,2,35,2,15,2,39,11,284.19
44,8.12,2,45,6,10,0,45,1,184.4
45,7.37,2,47,3,10,5,50,5,213.42
9,5.48,3,81,2,13,0,17,8,38.97
42,6.39,2,77,14,15,6,46,4,196.84
33,4.5,4,72,7,13,0,52,19,124.22
25,5.86,3,68,2,17,5,33,8,86.47
40,6.05,5,78,12,10,1,47,7,93.26
48,5.1,1,41,13,11,3,67,19,650.11
2,9.25,2,39,6,8,6,9,7,11.3
5,2.13,5,84,1,15,2,10,5,29.57
4,8.26,4,30,10,11,4,6,2,11.1
4,3.0,1,78,10,13,6,8,4,92.55
46,8.38,5,65,0,10,0,54,8,77.78
22,6.93,1,50,11,13,1,28,6,216.74
48,8.75,2,66,5,16,5,51,3,163.27
8,2.78,4,53,7,16,1,14,6,44.21
34,6.47,1,84,0,17,1,38,4,316.24
19,6.01,5,54,12,10,5,29,10,45.16
48,7.65,2,36,9,10,4,62,14,219.78
41,6.27,2,53,11,11,5,42,1,221.17
34,6.33,5,40,8,14,4,46,12,71.25
49,5.44,5,41,14,10,5,64,15,125.06
17,4.47,1,64,2,17,0,23,6,225.98
16,5.86,3,92,2,15,4,23,7,64.76
23,2.95,2,97,3,15,0,28,5,235.61
2,9.69,1,86,10,13,6,8,6,14.0
31,7.72,5,42,14,11,4,48,17,53.9
34,9.62,1,52,0,12,4,53,19,242.43
37,3.81,5,68,8,9,5,43,6,116.51
12,9.03,4,41,10,13,4,14,2,23.25
46,8.47,5,63,2,10,0,50,4,73.57
24,7.42,5,60,12,13,6,24,0,43.83
8,7.0,5,91,9,12,5,22,14,19.8
3,4.53,3,42,3,9,2,5,2,17.39
13,8.53,5,60,0,12,6,20,7,21.78
36,6.01,2,31,3,12,6,44,8,202.56
33,2.57,2,44,12,16,0,47,14,387.26
10,4.5,1,86,0,15,6,19,9,137.91
40,9.48,3,63,4,14,2,41,1,101.13
2,8.81,1,97,4,10,1,21,19,17.88
27,9.86,2,58,13,17,5,31,4,86.46
28,7.02,2,95,10,11,1,46,18,137.69
8,3.98,4,45,6,13,5,20,12,36.56
2,3.3,5,68,13,10,6,12,10,6.31
24,3.5,2,66,7,16,5,24,0,206.87
33,2.16,1,50,3,15,0,47,14,921.35
11,5.13,1,73,6,13,2,28,17,146.32
41,3.53,5,48,3,11,5,56,15,157.63
8,5.29,5,37,2,14,2,16,8,21.15
14,9.48,4,95,14,10,5,14,0,24.79
39,5.44,3,70,5,17,2,49,10,145.22
24,9.02,1,99,3,15,1,32,8,158.22
4,6.84,5,90,13,8,0,14,10,12.17
10,3.98,1,55,2,10,5,22,12,169.63
33,4.85,5,99,14,12,3,34,1,97.72
23,2.67,2,58,14,12,2,36,13,294.75
14,4.67,1,95,8,17,2,19,5,174.57
37,7.42,2,48,4,9,3,44,7,150.3
7,2.58,1,97,12,17,0,24,17,162.22
4,3.64,3,87,13,15,2,19,15,18.63
47,5.05,4,99,6,12,0,58,11,155.45
25,9.86,2,86,11,14,2,35,10,87.48
17,8.28,5,66,13,14,6,22,5,31.26
5,7.87,3,90,5,12,4,7,2,16.37
36,2.93,1,59,9,15,6,49,13,737.49
47,8.25,2,54,14,16,2,48,1,172.39
12,8.28,1,94,4,11,4,22,10,99.89
27,6.81,1,35,6,11,5,29,2,269.33
4,9.92,1,47,10,15,0,21,17,19.92
12,4.6,4,39,5,8,2,12,0,38.5
16,9.53,4,40,9,11,1,16,0,28.48
